product_code,product_name,product_description,material,fit_type,available_sizes,original_price(₹),discounted_price(₹),discount_percentage(%),total_ratings,avg_rating_for_five,total_text_reviews,supplier_name,product_image_url,product_link
23853750,Roadster,The Life Co. Solid Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",899,609,32,518,4.1,26,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23853750/2023/7/11/3a37c56a-77f2-4aa7-a21b-d12489e0d0081689057501739-Roadster-Men-Tshirts-5341689057501426-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-life-co-solid-polo-collar-t-shirt/23853750/buy
12155048,H&M,Men Grey Solid Round-neck T-shirt Regular Fit,Cotton,Regular Fit,"XS,S,M,L,XL",0,399,Nil,3500,4.1,275,H & M Hennes & Mauritz Retail Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/7/28/ae4458c8-d0a9-449f-a5e2-f690d7ea2eaf1595892161166-1.jpg",https://www.myntra.com/tshirts/h%26m/hm-men-grey-solid-round-neck-t-shirt-regular-fit/12155048/buy
25570166,H&M,Men Slim-Fit Polo T-shirt,Cotton,Slim Fit,"XS,S,M,L,XXL,XL",0,799,Nil,129,4.2,5,H & M Hennes & Mauritz Retail Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25570166/2023/10/20/d6f4ac5a-8da4-46a5-b40e-30936d73f58d1697802602896HMSlim-FitPoloT-shirt1.jpg",https://www.myntra.com/tshirts/h%26m/hm-men-slim-fit-polo-t-shirt/25570166/buy
2297835,Roadster,Men Navy Printed Cotton Pure Cotton T-shirt,not_available,Regular Fit,"S,M,L,XXL,XL",799,303,62,15000,4.1,1763,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-navy-printed-cotton-pure-cotton-t-shirt/2297835/buy
17492222,Free Authority,Men Pack Of 2 Black & White Solid Pure Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",999,549,45,114,4.0,7,Bioworld Merchandising (India) Pvt. Ltd.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17492222/2022/3/12/0e50e870-0472-450c-bcd3-0be89f48787b1647055533280FreeAuthorityMenMulticolouredT-shirt1.jpg",https://www.myntra.com/tshirts/free+authority/free-authority-men-pack-of-2-black--white-solid-pure-cotton-t-shirt/17492222/buy
23984096,HRX by Hrithik Roshan,Solid Round Neck Training T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,269,55,5,4.6,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984096/2023/12/22/6210a3c4-3a0b-42e3-8294-12dc087d5ffd1703229726440-HRX-by-Hrithik-Roshan-Men-Tshirts-6901703229726016-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-solid-round-neck-training-t-shirt/23984096/buy
25992208,Indian Terrain,Graphic Printed Pure Cotton T-shirt,Cotton,Regular Fit,XXL,1399,769,45,not_available,not_available,not_available,INDIAN TERRAIN FASHIONS LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25992208/2023/11/22/401f5456-e2c0-40a8-a5ce-03a008aed2b71700660217322IndianTerrainMenYellowT-shirt1.jpg",https://www.myntra.com/tshirts/indian+terrain/indian-terrain-graphic-printed-pure-cotton-t-shirt/25992208/buy
12904100,Roadster,Men Green & White Pure Cotton Colourblocked Polo Collar T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",1399,587,58,802,4.0,64,KAPOOR COTSYN EXPORTS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12904100/2022/2/17/39ce5d73-e1a7-4546-95c5-0bfd3f0475a61645087486982-Roadster-Men-Green--White-Pure-Cotton-Colourblocked-Polo-Col-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-green--white-pure-cotton-colourblocked-polo-collar-t-shirt/12904100/buy
11067722,DILLINGER,Men Olive Green Black Striped Cotton Pure Cotton T-shirt,not_available,Regular Fit,"S,M,L,XXL,XL",1199,527,56,6800,4.3,593,ELCINCO,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11067722/2019/12/10/1290831c-0862-4b6a-8eee-41a6cad1b1e01575972511857-DILLINGER-Men-Tshirts-3141575972509288-1.jpg",https://www.myntra.com/tshirts/dillinger/dillinger-men-olive-green--black-striped-cotton-pure-cotton-t-shirt/11067722/buy
23370048,Bewakoof,Black Graphic NASA Printed Cotton Oversized T-Shirt,Cotton,Oversized,"S,M,L,XXL,XL",1499,699,53,787,4.5,34,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23370048/2023/5/24/88f34f9e-562e-4d72-92c9-64237d8c032c1684909962329BewakoofMenBlackTypographyPrintedHoodedAppliqueT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-black-graphic-nasa-printed-cotton-oversized-t-shirt/23370048/buy
22547618,Roadster,Men Colourblocked Polo Collar T-shirt,Cotton,Regular Fit,"XS,S,M,L,XXL,XL",899,349,61,1200,3.9,71,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-colourblocked-polo-collar-t-shirt/22547618/buy
18389690,Jack & Jones,Men White Polo Collar Cotton Lounge T-shirt,Cotton,not_available,"S,M,L,XXL,XL",1199,839,30,284,4.2,8,BEST UNITED INDIA COMFORTS PVT LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18389690/2022/5/23/a9bb3605-3a58-4860-a139-e698fbf319b71653320479376JackJonesMenWhitePoloCollarT-shirt1.jpg",https://www.myntra.com/lounge-tshirts/jack+%26+jones/jack--jones-men-white-polo-collar-cotton-lounge-t-shirt/18389690/buy
25929270,Jack & Jones,Graphic Printed Slim Fit Pure Cotton T-shirt,Cotton,Slim Fit,"S,M,L,XXL,XL",1099,494,55,45,4.5,not_available,BEST UNITED INDIA COMFORTS PVT LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25929270/2023/11/18/858fed88-7931-41fd-8753-24fe190d0aae1700312326409JackJonesMenBlackPrintedSlimFitT-shirt1.jpg",https://www.myntra.com/tshirts/jack+%26+jones/jack--jones-graphic-printed-slim-fit-pure-cotton-t-shirt/25929270/buy
11895956,Roadster,Men Olive Green Solid Round Neck T-shirt,Cotton,Regular Fit,"XS,S,M,L,XL",599,221,63,5100,4.2,404,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11895956/2020/8/12/a95cbc2c-2c8f-4661-a92d-f538cb3fcb761597231478276-Roadster-Men-Tshirts-6251597231476297-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-olive-green-solid-round-neck-t-shirt/11895956/buy
25916580,Bewakoof,Brown Naruto Graphic Printed Drop-Shoulder Sleeves Oversized Cotton T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1299,699,46,14,4.9,not_available,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916580/2023/11/17/9bebc411-c3c7-40b3-a970-5b0f08692c701700208816312BewakoofMenBrownPrintedT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-brown-naruto-graphic-printed-drop-shoulder-sleeves-oversized-cotton-t-shirt/25916580/buy
22256044,Kook N Keech,Printed Drop-Shoulder Sleeves Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",999,399,60,163,4.2,10,AHP APPAREL PRIVATE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22256044/2023/3/16/adaf6052-fae0-4106-84a2-4139ab0f2ff91678940315692-Kook-N-Keech-Men-Tshirts-9301678940315250-1.jpg",https://www.myntra.com/tshirts/kook+n+keech/kook-n-keech-printed-drop-shoulder-sleeves-oversized-t-shirt/22256044/buy
12816480,HERE&NOW,Men Navy Blue Solid Round Neck T-shirt,Polyester,Regular Fit,"S,M,L,XL",599,185,69,3000,3.9,205,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12816480/2020/12/8/9ba523c2-fe7f-44df-b0b6-f72621fe40a81607424596953-HERENOW-Men-Tshirts-1241607424595550-1.jpg",https://www.myntra.com/tshirts/here%26now/herenow-men-navy-blue-solid-round-neck-t-shirt/12816480/buy
25916916,Force NXT,Round Neck Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",439,351,20,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916916/2023/11/17/07fe8a47-a9e1-4c06-9b36-cae18bef8f6b1700215258393ForceNXTMenBlueT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-round-neck-super-combed-cotton-t-shirt/25916916/buy
20789180,Roadster,The Life Co. Men Pure Cotton Polo Collar T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",999,389,61,243,4.3,18,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20789180/2022/12/20/1a0ea0b5-5968-47a6-a724-5f78ae07df0d1671533081307-Roadster-Men-Tshirts-4011671533080822-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-life-co-men-pure-cotton-polo-collar-t-shirt/20789180/buy
25916962,Force NXT,Pack Of 2 Round Neck Super Combed Cotton T-shirts,Cotton,Regular Fit,"S,M,L,XXL,XL",878,614,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916962/2023/11/17/10f89ef9-783e-4b28-a4a6-23a51ee8454d1700216724978ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-2-round-neck-super-combed-cotton-t-shirts/25916962/buy
1996732,Roadster,Men Pink Solid Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XL",599,179,70,1500,4.2,205,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1996732/2018/1/10/11515567422075-Roadster-Men-Pink-Solid-Round-Neck-T-shirt-121515567421964-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-pink-solid-round-neck-t-shirt/1996732/buy
24205930,Kook N Keech,Men Striped Drop-Shoulder Sleeves T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",999,399,60,157,4.4,6,AHP APPAREL PRIVATE LIMITED - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24205930/2023/8/2/7c3449c1-25b1-4e32-ade6-0f1c67fd1cda1690953731254-Kook-N-Keech-Men-Tshirts-9541690953730902-1.jpg",https://www.myntra.com/tshirts/kook+n+keech/kook-n-keech-men-striped-drop-shoulder-sleeves-t-shirt/24205930/buy
25916888,Force NXT,Men Striped Pack of 2 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1198,778,35,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916888/2023/11/17/0283378b-452d-45e2-bda2-12292350a18f1700212698363ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-pack-of-2-super-combed-cotton-t-shirt/25916888/buy
25069220,Blackberrys,Men Printed Polo Collar Slim Fit T-shirt,Cotton,Slim Fit,"XS,S,M,L,XXL,XL",995,746,25,18,4.1,not_available,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25069220/2023/10/16/4c0131d7-c938-492a-9c0d-f29f6e22f0fd1697447988999-Blackberrys-Men-Tshirts-3631697447988690-1.jpg",https://www.myntra.com/tshirts/blackberrys/blackberrys-men-printed-polo-collar-slim-fit-t-shirt/25069220/buy
1174116,Roadster,Grey Melange Flock Print T-shirt with Elbow Patch,not_available,not_available,"S,M,L,XXL,XL",999,449,55,12600,4.1,1492,AHP APPAREL PRIVATE LIMITED - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1174116/2016/2/10/11455100882246-Roadster-Grey-Melange-Printed-T-shirt-181455100881746-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-grey-melange-flock-print-t-shirt-with-elbow-patch/1174116/buy
9376057,HERE&NOW,HERENOW Men Black Grey Striped Cotton Pure Cotton T-shirt,not_available,Regular Fit,"S,M,L,XXL,XL",799,239,70,5800,4.2,458,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9376057/2019/6/12/40949524-1f0b-48f5-a68a-cee0661b30d81560344436422-HERENOW-Men-Tshirts-9361560344434861-1.jpg",https://www.myntra.com/tshirts/here%26now/herenow-men-black--grey-striped-cotton-pure-cotton-t-shirt/9376057/buy
10481274,CHKOKKO,Men Black Solid Turtle Neck T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",2765,774,72,1000,4.4,113,DLASKROSS PRIVATE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10481274/2019/10/1/887ad27c-d1b7-46ac-9fd7-2b01bb9bbda31569912778822-Chkokko-Men-Black-Solid-Turtle-Neck-T-shirt-4021569912777318-1.jpg",https://www.myntra.com/tshirts/chkokko/chkokko-men-black-solid-turtle-neck-t-shirt/10481274/buy
21422758,Roadster,The Lifestyle Co. Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XL",399,195,51,164,4.1,14,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21422758/2023/2/23/840b6ec8-9bde-4ac9-b22c-3f6893359aed1677153630335-Roadster-Men-Tshirts-6931677153629875-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-pure-cotton-t-shirt/21422758/buy
21670856,Blackberrys,Solid Polo Collar T-shirt,Cotton,Regular Fit,"XS,S,M,L,XXL,XL",995,646,35,161,4.5,12,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21670856/2023/7/19/f2bf974f-7460-46be-a0b9-1add3577bfab1689769570092BlackberrysSolidPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/blackberrys/blackberrys-solid-polo-collar-t-shirt/21670856/buy
15785620,Harvard,Men Olive Green Solid T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",598,185,69,568,4.0,32,Indiflashmart,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15785620/2021/11/9/e4c9d2c7-740d-4ef7-aeaa-20841a10bb851636453362257NikeIndyWomensLight-SupportPaddedV-NeckSportsBraTshirtsHarva5.jpg",https://www.myntra.com/tshirts/harvard/harvard-men-olive-green-solid-t-shirt/15785620/buy
25917010,Force NXT,Men Striped Super Combed Cotton Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",879,615,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917010/2023/11/17/1ffdab3d-d16b-4127-9ae5-c500b7038efc1700213999401ForceNXTMenMulticolouredPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-super-combed-cotton-polo-t-shirt/25917010/buy
8240527,Roadster,Men White Brand Carrier Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XL",699,209,70,720,4.2,114,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8240527/2019/3/14/040bcb2b-8954-4de3-b800-82bfc026a0aa1552543964987-Roadster-Men-White-Printed-Round-Neck-T-shirt-51415525439633-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-white-brand-carrier-pure-cotton-t-shirt/8240527/buy
12739102,Bewakoof,Men Black Pure Cotton T-shirt,not_available,Regular Fit,"XS,S,M,L,XXL,XL",999,449,55,4200,4.4,273,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12739102/2023/12/5/cdf060f9-a7fb-4619-8de4-badf80c2b3f21701772380932BewakoofMenBlackPureCottonT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-men-black-pure-cotton-t-shirt/12739102/buy
25916946,Force NXT,Men Striped Pack of 1 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,449,25,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916946/2023/11/17/c7aaaf6e-06f1-4e5f-91a4-c613a19fce161700216635937ForceNXTMenMulticolouredT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-pack-of-1-super-combed-cotton-t-shirt/25916946/buy
14540698,Allen Solly Sport,Men Burgundy Solid Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1049,734,30,294,4.2,20,RetailNet,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14540698/2021/6/28/ccc2d37e-e9ee-429b-a657-8fad14266a121624881825936-Allen-Solly-Sport-Men-Tshirts-2081624881825560-1.jpg",https://www.myntra.com/tshirts/allen+solly+sport/allen-solly-sport-men-burgundy-solid-polo-collar-t-shirt/14540698/buy
23542680,HRX by Hrithik Roshan,Men Solid T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,299,50,6,4.3,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23542680/2023/12/19/aaacf006-0668-4364-9178-9565bb8a0fb21702966428807-HRX-by-Hrithik-Roshan-Men-Tshirts-8701702966428435-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-solid-t-shirt/23542680/buy
11279198,Jockey,Men Black Comfort Fit Solid Round Neck T-shirt,Cotton,Regular Fit,"S,M,L",0,779,Nil,861,4.4,65,Truecom Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11279198/2022/11/2/8be4c0a2-90a3-44bc-98fd-9c2c1c947a601667386316712-Jockey-Men-Black-Comfort-Fit-Solid-Round-Neck-T-shirt-729166-1.jpg",https://www.myntra.com/tshirts/jockey/jockey-men-black-comfort-fit-solid-round-neck-t-shirt/11279198/buy
25916950,Force NXT,Striped Pack of 2 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1198,778,35,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916950/2023/11/17/65bf4a05-9c57-4be8-8590-a092182d90041700216706354ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt--striped-pack-of-2-super-combed-cotton-t-shirt/25916950/buy
12251202,Roadster,Men Sea Green Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",599,233,61,1300,4.1,113,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12251202/2020/9/19/754421f6-b31c-44f5-a3d0-b1394a8b69c21600516277801-Roadster-Men-Tshirts-5861600516276283-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-sea-green-printed-round-neck-pure-cotton-t-shirt/12251202/buy
25007110,FREE SOCIETY,Graphic Printed Pure Cotton Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1799,593,67,92,3.6,4,ELCINCO,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25007110/2023/9/16/9bc6b150-7e47-4611-9d2a-54fbddb3616a1694872592222FREESOCIETYMenBluePoloCollarPocketsT-shirt1.jpg",https://www.myntra.com/tshirts/free+society/free-society-graphic-printed-pure-cotton-oversized-t-shirt/25007110/buy
22610104,Roadster,Solid Polo Collar T-shirt,Cotton,Regular Fit,"XS,S,M,L,XXL,XL",1499,499,66,1200,4.1,65,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22610104/2023/4/7/d3447aaf-035e-4377-8976-a7771d48edc21680849569659-Roadster-Men-Tshirts-5241680849569178-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-solid-polo-collar-t-shirt/22610104/buy
25919520,PEPLOS,Tie and Dyed Oversized Cotton T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1299,714,45,not_available,not_available,not_available,FLEQA ONLINE TRADING PRIVATE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25919520/2023/11/17/1153d899-10bf-4f01-9a7b-7b3c01d085691700219310934PEPLOSMenMulticolouredTieandDyeDyedT-shirt1.jpg",https://www.myntra.com/tshirts/peplos/peplos-tie-and-dyed-oversized-cotton-t-shirt/25919520/buy
25069212,Blackberrys,Polo Collar Slim Fit T-shirt,Cotton,Slim Fit,"XS,S,M,L,XL",895,671,25,not_available,not_available,not_available,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25069212/2023/12/11/8c396f8b-763b-4391-8d43-a5c66c883e8e1702293439183-Blackberrys-Men-Tshirts-5301702293438967-1.jpg",https://www.myntra.com/tshirts/blackberrys/blackberrys-polo-collar-slim-fit-t-shirt/25069212/buy
24734652,Being Human,Men Polo Collar Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",2099,671,68,12,4.7,not_available,Eshopbox Ecommerce Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24734652/2023/10/20/b0ec6208-62fc-482b-9b11-0b2821340c4c1697804191049-Being-Human-Men-Tshirts-8761697804190808-1.jpg",https://www.myntra.com/tshirts/being+human/being-human-men-polo-collar-pure-cotton-t-shirt/24734652/buy
2499214,Roadster,Men White Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XL",599,245,59,5700,4.2,407,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2499214/2018/5/23/3569f170-1967-46ab-9ae0-6442737f609d1527063527383-Roadster-Men-White-Printed-Round-Neck-T-shirt-4261527063525890-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-white-printed-round-neck-pure-cotton-t-shirt/2499214/buy
13368710,CHKOKKO,Men White Solid High Neck T-shirt,Cotton,Regular Fit,,0,2765,Nil,456,3.9,32,not_available,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/1/6/83b9acae-6203-4a1f-b83f-bb16b795320e1609907541986-1.jpg",https://www.myntra.com/tshirts/chkokko/chkokko-men-white-solid-high-neck-t-shirt/13368710/buy
25950840,Concede,Graphic Printed Oversized Pure Cotton T-shirt,Cotton,Oversized,"S,M,L,XL",1999,699,65,not_available,not_available,not_available,CONCEDE CLOTHING COMPANY,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25950840/2023/11/20/e8d1f0c7-4a82-44f8-93b5-cd791e1cbe891700483994453ConcedeMenWhiteTypographyPrintedAppliqueT-shirt1.jpg",https://www.myntra.com/tshirts/concede/concede-graphic-printed-oversized-pure-cotton-t-shirt/25950840/buy
20789192,Roadster,The Life Co. Men Pure Cotton Polo Collar T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",699,342,51,369,4.1,21,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20789192/2022/12/20/c2274860-d969-4d07-809d-625c166fbccb1671533105613-Roadster-Men-Tshirts-901671533105130-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-life-co-men-pure-cotton-polo-collar-t-shirt/20789192/buy
21670106,Red Tape,Men Solid Pure Cotton Round Neck Half Sleeve T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1699,356,79,199,4.3,14,REDTAPE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21670106/2023/1/23/323b4feb-2fe9-46fc-bb49-6681463dfdf01674470981054RedTapeBlackSolid100CottonRoundNeckMensT-Shirt1.jpg",https://www.myntra.com/tshirts/red+tape/red-tape-men-solid-pure-cotton-round-neck-half-sleeve-t-shirt/21670106/buy
23264228,HRX by Hrithik Roshan,Men Rapid-Dry Brand Logo Printed Training T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",1099,274,75,8,4.4,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23264228/2023/8/10/752e206b-fca3-4da7-b36c-fa015d48d8fd1691661672607-HRX-by-Hrithik-Roshan-Men-Tshirts-1711691661672009-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-rapid-dry-brand-logo-printed-training-t-shirt-/23264228/buy
25916990,Force NXT,Men Solid Pack of 3 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1317,790,40,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916990/2023/11/17/3b36aac1-dc73-4332-9045-4b1289d2206f1700213989069ForceNXTMenMulticoloured3T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-solid-pack-of-3-super-combed-cotton-t-shirt/25916990/buy
1700830,WROGN,Men Rust Red Graphic Printed Cotton T-shirt,not_available,Regular Fit,"S,M,L,XXL,XL",1099,582,47,6900,4.1,847,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1700830/2019/4/8/3f06fe25-1ce2-4e1e-88e9-7a9d26b4f0bf1554699735416-WROGN-Men-Rust-Red-High-Density-Print-Round-Neck-T-shirt-961-1.jpg",https://www.myntra.com/tshirts/wrogn/wrogn-men-rust-red-graphic-printed-cotton-t-shirt/1700830/buy
23984294,HRX by Hrithik Roshan,Regular Fit Training T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",599,299,50,6,4.7,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984294/2023/12/18/a34bbaae-4314-4848-9ff2-77c7edcda27e1702898511168-HRX-by-Hrithik-Roshan-Men-Tshirts-2061702898510854-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-regular-fit-training-t-shirt/23984294/buy
25916918,Force NXT,Men Solid Super Combed Cotton Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",669,468,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916918/2023/11/17/f14c8c85-7bbc-4362-bf8f-901cdd6a63a21700215261919ForceNXTMenPurplePoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-solid-super-combed-cotton-polo-t-shirt/25916918/buy
19563012,FTX,Men Black High Neck T-shirt,Polyester,Regular Fit,,0,1847,Nil,129,3.1,9,not_available,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19563012/2022/8/20/bc69ae62-5b95-4118-a6f5-3575c428a4f11660942824116FTXMenBlackHighNeckT-shirt1.jpg",https://www.myntra.com/tshirts/ftx/ftx-men-black-high-neck-t-shirt/19563012/buy
